YEAR,REGION,INDICATOR
1999,Нижегородская область,77.79
1999,Новгородская область,70.04
1999,Новосибирская область,74.54
1999,Омская область,68.07
1999,Оренбургская область,64.29
1999,Орловская область,62.88
1999,Пензенская область,64.44
1999,Пермский край,76.04
1999,Приморский край,77.74
1999,Псковская область,65.14
1999,Республика Алтай,25.26
1999,Республика Коми,75.45
1999,Республика Тыва,49.2
1999,Ростовская область,67.69
1999,Рязанская область,67.87
1999,Самарская область,80.58
1999,Санкт-Петербург,100.0
1999,Саратовская область,73.23
1999,Сахалинская область,86.26
1999,Свердловская область,87.77
1999,Севастополь,
1999,Северная Осетия,67.85
1999,Смоленская область,70.04
1999,Ставропольский край,55.97
1999,Тамбовская область,57.17
1999,Татарстан,73.62
1999,Тверская область,72.42
1999,Томская область,66.88
1999,Тульская область,81.25
1999,Тюменская область,76.82
1999,Удмуртия,69.62
1999,Ульяновская область,72.82
1999,Хабаровский край,80.66
1999,Хакасия,70.86
1999,Ханты-Мансийский автономный округ,91.08
1999,Челябинская область,81.48
1999,Чечня,36.83
1999,Чувашия,60.1
1999,Чукотский автономный округ,68.7
1999,Якутия,64.32
1999,Ямало-Ненецкий автономный округ,83.39
1999,Ярославская область,80.48
2000,Адыгея,52.86
2000,Алтайский край,52.77
2000,Амурская область,66.46
2000,Архангельская область,74.74
2000,Астраханская область,67.88
2000,Башкортостан,64.08
2000,Белгородская область,65.06
2000,Брянская область,68.39
2000,Бурятия,59.73
2000,Владимирская область,79.85
2000,Волгоградская область,74.81
2000,Вологодская область,68.72
2000,Воронежская область,61.44
2000,Дагестан,42.57
2000,Еврейская автономная область,66.92
2000,Забайкальский край,63.6
2000,Ивановская область,82.46
2000,Ингушетия,42.87
2000,Иркутская область,79.64
2000,Кабардино-Балкария,56.64
2000,Калининградская область,77.63
2000,Калмыкия,41.37
2000,Калужская область,74.41
2000,Камчатский край,80.85
2000,Карачаево-Черкесия,43.78
2000,Карелия,74.26
2000,Кемеровская область,86.48
2000,Кировская область,70.89
2000,Костромская область,66.56
2000,Краснодарский край,53.71
2000,Красноярский край,75.11
2000,Крым,
2000,Курганская область,56.21
2000,Курская область,60.51
2000,Ленинградская область,66.31
2000,Липецкая область,63.98
2000,Магаданская область,90.79
2000,Марий Эл,63.09
2000,Мордовия,59.35
2000,Москва,100.0
2000,Московская область,79.5
2000,Мурманская область,92.22
2000,Ненецкий автономный округ,62.15
2000,Нижегородская область,77.86
2000,Новгородская область,69.52
2000,Новосибирская область,74.63
2000,Омская область,68.19
2000,Оренбургская область,57.54
2000,Орловская область,63.0
2000,Пензенская область,64.6
2000,Пермский край,75.6
2000,Приморский край,77.71
2000,Псковская область,65.38
2000,Республика Алтай,25.76
2000,Республика Коми,75.46
2000,Республика Тыва,49.8
2000,Ростовская область,67.61
2000,Рязанская область,68.24
2000,Самарская область,80.53
2000,Санкт-Петербург,100.0
2000,Саратовская область,73.23
2000,Сахалинская область,86.49
2000,Свердловская область,87.74
2000,Севастополь,
2000,Северная Осетия,66.79
2000,Смоленская область,70.24
2000,Ставропольский край,55.9
2000,Тамбовская область,57.13
2000,Татарстан,73.59
2000,Тверская область,72.6
2000,Томская область,67.06
2000,Тульская область,81.32
2000,Тюменская область,76.86
2000,Удмуртия,69.56
2000,Ульяновская область,72.88
2000,Хабаровский край,80.59
2000,Хакасия,70.95
2000,Ханты-Мансийский автономный округ,91.09
2000,Челябинская область,81.5
2000,Чечня,35.7
2000,Чувашия,60.2
2000,Чукотский автономный округ,66.96
2000,Якутия,64.0
2000,Ямало-Ненецкий автономный округ,83.3
2000,Ярославская область,80.44
2001,Адыгея,52.79
2001,Алтайский край,52.8
2001,Амурская область,66.63
2001,Архангельская область,74.92
2001,Астраханская область,67.93
2001,Башкортостан,64.07
2001,Белгородская область,65.17
2001,Брянская область,68.6
2001,Бурятия,59.83
2001,Владимирская область,79.8
2001,Волгоградская область,74.93
2001,Вологодская область,68.76
2001,Воронежская область,61.58
2001,Дагестан,42.42
2001,Еврейская автономная область,67.04
2001,Забайкальский край,63.65
2001,Ивановская область,82.53
2001,Ингушетия,42.64
2001,Иркутская область,79.32
2001,Кабардино-Балкария,56.57
2001,Калининградская область,77.57
2001,Калмыкия,42.95
2001,Калужская область,74.41
2001,Камчатский край,80.96
2001,Карачаево-Черкесия,43.86
2001,Карелия,74.47
2001,Кемеровская область,86.52
2001,Кировская область,71.24
2001,Костромская область,66.82
2001,Краснодарский край,53.52
2001,Красноярский край,75.35
2001,Крым,
2001,Курганская область,56.29
2001,Курская область,60.78
2001,Ленинградская область,66.33
2001,Липецкая область,64.09
2001,Магаданская область,91.44
2001,Марий Эл,62.89
2001,Мордовия,59.58
2001,Москва,100.0
2001,Московская область,79.49
2001,Мурманская область,92.27
2001,Ненецкий автономный округ,62.33
2001,Нижегородская область,77.95
2001,Новгородская область,69.61
2001,Новосибирская область,74.76
2001,Омская область,68.34
2001,Оренбургская область,57.51
2001,Орловская область,63.17
2001,Пензенская область,64.77
2001,Пермский край,75.4
2001,Приморский край,77.73
2001,Псковская область,65.64
2001,Республика Алтай,26.12
2001,Республика Коми,75.26
2001,Республика Тыва,50.44
2001,Ростовская область,67.58
2001,Рязанская область,68.48
2001,Самарская область,80.54
2001,Санкт-Петербург,100.0
2001,Саратовская область,73.31
2001,Сахалинская область,86.68
2001,Свердловская область,87.8
2001,Севастополь,
2001,Северная Осетия,66.17
2001,Смоленская область,70.42
2001,Ставропольский край,55.87
2001,Тамбовская область,57.15
2001,Татарстан,73.61
2001,Тверская область,72.75
2001,Томская область,67.32
2001,Тульская область,81.37
2001,Тюменская область,77.07
2001,Удмуртия,69.55
2001,Ульяновская область,73.01
2001,Хабаровский край,80.59
2001,Хакасия,71.02
2001,Ханты-Мансийский автономный округ,91.16
2001,Челябинская область,81.58
2001,Чечня,33.52
2001,Чувашия,60.34
2001,Чукотский автономный округ,66.38
2001,Якутия,64.19
2001,Ямало-Ненецкий автономный округ,83.3
2001,Ярославская область,80.62
2002,Адыгея,52.69
2002,Алтайский край,53.06
2002,Амурская область,65.92
2002,Архангельская область,75.19
2002,Астраханская область,67.57
2002,Башкортостан,64.06
2002,Белгородская область,65.23
2002,Брянская область,68.82
2002,Бурятия,59.66
2002,Владимирская область,79.7
2002,Волгоградская область,75.08
2002,Вологодская область,68.91
2002,Воронежская область,61.79
2002,Дагестан,42.63
2002,Еврейская автономная область,67.19
2002,Забайкальский край,63.82
2002,Ивановская область,82.62
2002,Ингушетия,42.57
2002,Иркутская область,79.34
2002,Кабардино-Балкария,56.59
2002,Калининградская область,77.62
2002,Калмыкия,43.68
2002,Калужская область,74.63
2002,Камчатский край,81.0
2002,Карачаево-Черкесия,43.93
2002,Карелия,74.81
2002,Кемеровская область,86.68
2002,Кировская область,71.56
2002,Костромская область,67.12
2002,Краснодарский край,53.52
2002,Красноярский край,75.57
2002,Крым,
2002,Курганская область,56.36
2002,Курская область,61.06
2002,Ленинградская область,66.37
2002,Липецкая область,64.14
2002,Магаданская область,91.95
2002,Марий Эл,63.04
2002,Мордовия,59.67
2002,Москва,100.0
2002,Московская область,79.36
2002,Мурманская область,92.26
2002,Ненецкий автономный округ,62.75
2002,Нижегородская область,78.07
2002,Новгородская область,69.73
2002,Новосибирская область,74.97
2002,Омская область,68.58
2002,Оренбургская область,57.78
2002,Орловская область,63.38
2002,Пензенская область,64.94
2002,Пермский край,75.28
2002,Приморский край,78.29
2002,Псковская область,65.89
2002,Республика Алтай,26.52
2002,Республика Коми,75.27
2002,Республика Тыва,51.04
2002,Ростовская область,67.6
2002,Рязанская область,68.73
2002,Самарская область,80.58
2002,Санкт-Петербург,100.0
2002,Саратовская область,73.48
2002,Сахалинская область,86.73
2002,Свердловская область,87.88
2002,Севастополь,
2002,Северная Осетия,65.7
2002,Смоленская область,70.66
2002,Ставропольский край,55.93
2002,Тамбовская область,57.19
2002,Татарстан,73.79
2002,Тверская область,73.02
2002,Томская область,67.59
2002,Тульская область,81.46
2002,Тюменская область,77.24
2002,Удмуртия,69.67
2002,Ульяновская область,73.1
2002,Хабаровский край,80.59
2002,Хакасия,70.88
2002,Ханты-Мансийский автономный округ,90.93
2002,Челябинская область,81.73
2002,Чечня,33.77
2002,Чувашия,60.52
2002,Чукотский автономный округ,66.44
2002,Якутия,64.31
2002,Ямало-Ненецкий автономный округ,83.32
2002,Ярославская область,80.8
2003,Адыгея,52.59
2003,Алтайский край,53.23
2003,Амурская область,65.93
2003,Архангельская область,74.9
2003,Астраханская область,67.72
2003,Башкортостан,64.06
2003,Белгородская область,65.25
2003,Брянская область,68.53
2003,Бурятия,59.65
2003,Владимирская область,79.68
2003,Волгоградская область,75.22
2003,Вологодская область,69.11
2003,Воронежская область,61.96
2003,Дагестан,42.81
2003,Еврейская автономная область,67.25
2003,Забайкальский край,63.93
2003,Ивановская область,82.7
2003,Ингушетия,42.45
2003,Иркутская область,79.32
2003,Кабардино-Балкария,56.6
2003,Калининградская область,77.62
2003,Калмыкия,44.31
2003,Калужская область,74.89
2003,Камчатский край,81.11
2003,Карачаево-Черкесия,44.06
2003,Карелия,75.14
2003,Кемеровская область,86.69
2003,Кировская область,71.83
2003,Костромская область,67.45
2003,Краснодарский край,53.49
2003,Красноярский край,75.81
2003,Крым,
2003,Курганская область,56.37
2003,Курская область,61.35
2003,Ленинградская область,66.43
2003,Липецкая область,64.35
2003,Магаданская область,92.6
2003,Марий Эл,63.2
2003,Мордовия,59.87
2003,Москва,100.0
2003,Московская область,79.26
2003,Мурманская область,92.21
2003,Ненецкий автономный округ,63.39
2003,Нижегородская область,78.21
2003,Новгородская область,69.92
2003,Новосибирская область,75.11
2003,Омская область,68.71
2003,Оренбургская область,57.81
2003,Орловская область,63.59
2003,Пензенская область,65.12
2003,Пермский край,75.13
2003,Приморский край,78.34
2003,Псковская область,66.19
2003,Республика Алтай,26.37
2003,Республика Коми,75.26
2003,Республика Тыва,51.73
2003,Ростовская область,67.63
2003,Рязанская область,68.98
2003,Самарская область,80.62
2003,Санкт-Петербург,100.0
2003,Саратовская область,73.63
2003,Сахалинская область,86.72
2003,Свердловская область,87.93
2003,Севастополь,
2003,Северная Осетия,65.44
2003,Смоленская область,70.91
2003,Ставропольский край,55.98
2003,Тамбовская область,57.25
2003,Татарстан,73.88
2003,Тверская область,73.19
2003,Томская область,67.84
2003,Тульская область,81.6
2003,Тюменская область,77.41
2003,Удмуртия,69.72
2003,Ульяновская область,73.19
2003,Хабаровский край,80.55
2003,Хакасия,70.85
2003,Ханты-Мансийский автономный округ,90.87
2003,Челябинская область,81.82
2003,Чечня,33.75
2003,Чувашия,60.7
2003,Чукотский автономный округ,66.38
2003,Якутия,64.42
2003,Ямало-Ненецкий автономный округ,83.37
2003,Ярославская область,80.99
2004,Адыгея,52.3
2004,Алтайский край,53.5
2004,Амурская область,66.2
2004,Архангельская область,75.0
2004,Астраханская область,67.9
2004,Башкортостан,64.2
2004,Белгородская область,65.4
2004,Брянская область,68.5
2004,Бурятия,58.7
2004,Владимирская область,79.4
2004,Волгоградская область,75.2
2004,Вологодская область,69.3
2004,Воронежская область,62.0
2004,Дагестан,43.2
2004,Еврейская автономная область,67.6
2004,Забайкальский край,64.0
2004,Ивановская область,82.6
2004,Ингушетия,42.6
2004,Иркутская область,79.4
2004,Кабардино-Балкария,58.6
2004,Калининградская область,77.7
2004,Калмыкия,44.3
2004,Калужская область,75.0
2004,Камчатский край,81.1
2004,Карачаево-Черкесия,44.2
2004,Карелия,75.5
2004,Кемеровская область,86.8
2004,Кировская область,72.2
2004,Костромская область,67.9
2004,Краснодарский край,53.5
2004,Красноярский край,76.0
2004,Крым,
2004,Курганская область,57.0
2004,Курская область,61.7
2004,Ленинградская область,66.4
2004,Липецкая область,64.4
2004,Магаданская область,93.1
2004,Марий Эл,63.2
2004,Мордовия,59.3
2004,Москва,100.0
2004,Московская область,79.4
2004,Мурманская область,92.3
2004,Ненецкий автономный округ,63.9
2004,Нижегородская область,78.3
2004,Новгородская область,70.2
2004,Новосибирская область,75.3
2004,Омская область,69.1
2004,Оренбургская область,58.0
2004,Орловская область,63.9
2004,Пензенская область,65.3
2004,Пермский край,75.2
2004,Приморский край,78.4
2004,Псковская область,66.9
2004,Республика Алтай,26.3
2004,Республика Коми,75.3
2004,Республика Тыва,52.0
2004,Ростовская область,67.6
2004,Рязанская область,69.4
2004,Самарская область,80.6
2004,Санкт-Петербург,100.0
2004,Саратовская область,73.6
2004,Сахалинская область,86.9
2004,Свердловская область,88.0
2004,Севастополь,
2004,Северная Осетия,65.3
2004,Смоленская область,71.3
2004,Ставропольский край,56.1
2004,Тамбовская область,57.5
2004,Татарстан,74.0
2004,Тверская область,73.2
2004,Томская область,68.1
2004,Тульская область,81.7
2004,Тюменская область,60.6
2004,Удмуртия,69.9
2004,Ульяновская область,72.8
2004,Хабаровский край,80.7
2004,Хакасия,70.8
2004,Ханты-Мансийский автономный округ,90.8
2004,Челябинская область,81.9
2004,Чечня,33.9
2004,Чувашия,60.9
2004,Чукотский автономный округ,65.4
2004,Якутия,64.5
2004,Ямало-Ненецкий автономный округ,83.3
2004,Ярославская область,81.1
2005,Адыгея,51.9
2005,Алтайский край,53.7
2005,Амурская область,66.5
2005,Архангельская область,75.5
2005,Астраханская область,67.5
2005,Башкортостан,59.8
2005,Белгородская область,65.4
2005,Брянская область,68.2
2005,Бурятия,57.4
2005,Владимирская область,78.3
2005,Волгоградская область,75.3
2005,Вологодская область,68.3
2005,Воронежская область,62.0
2005,Дагестан,43.4
2005,Еврейская автономная область,67.2
2005,Забайкальский край,64.0
2005,Ивановская область,80.4
2005,Ингушетия,42.4
2005,Иркутская область,79.3
2005,Кабардино-Балкария,58.3
2005,Калининградская область,77.8
2005,Калмыкия,44.0
2005,Калужская область,75.0
2005,Камчатский край,78.9
2005,Карачаево-Черкесия,44.3
2005,Карелия,75.9
2005,Кемеровская область,85.1
2005,Кировская область,72.9
2005,Костромская область,68.1
2005,Краснодарский край,52.8
2005,Красноярский край,76.0
2005,Крым,
2005,Курганская область,57.6
2005,Курская область,62.0
2005,Ленинградская область,66.2
2005,Липецкая область,64.5
2005,Магаданская область,93.6
2005,Марий Эл,62.8
2005,Мордовия,58.6
2005,Москва,100.0
2005,Московская область,80.2
2005,Мурманская область,92.0
2005,Ненецкий автономный округ,64.7
2005,Нижегородская область,78.1
2005,Новгородская область,70.4
2005,Новосибирская область,75.5
2005,Омская область,69.8
2005,Оренбургская область,58.3
2005,Орловская область,64.4
2005,Пензенская область,65.6
2005,Пермский край,75.3
2005,Приморский край,75.6
2005,Псковская область,67.8
2005,Республика Алтай,26.0
2005,Республика Коми,75.6
2005,Республика Тыва,52.7
2005,Ростовская область,66.7
2005,Рязанская область,69.7
2005,Самарская область,80.1
2005,Санкт-Петербург,100.0
2005,Саратовская область,73.7
2005,Сахалинская область,78.0
2005,Свердловская область,83.1
2005,Севастополь,
2005,Северная Осетия,65.2
2005,Смоленская область,70.9
2005,Ставропольский край,56.2
2005,Тамбовская область,57.7
2005,Татарстан,74.5
2005,Тверская область,73.4
2005,Томская область,68.3
2005,Тульская область,81.8
2005,Тюменская область,62.4
2005,Удмуртия,69.8
2005,Ульяновская область,72.9
2005,Хабаровский край,81.0
2005,Хакасия,70.8
2005,Ханты-Мансийский автономный округ,90.8
2005,Челябинская область,82.1
2005,Чечня,34.4
2005,Чувашия,60.9
2005,Чукотский автономный округ,65.1
2005,Якутия,63.9
2005,Ямало-Ненецкий автономный округ,84.7
2005,Ярославская область,81.3
2006,Адыгея,51.4
2006,Алтайский край,54.0
2006,Амурская область,66.4
2006,Архангельская область,74.0
2006,Астраханская область,67.7
2006,Башкортостан,59.8
2006,Белгородская область,65.6
2006,Брянская область,68.3
2006,Бурятия,56.4
2006,Владимирская область,77.2
2006,Волгоградская область,75.4
2006,Вологодская область,68.6
2006,Воронежская область,61.8
2006,Дагестан,43.8
2006,Еврейская автономная область,67.2
2006,Забайкальский край,64.2
2006,Ивановская область,80.5
2006,Ингушетия,42.5
2006,Иркутская область,79.3
2006,Кабардино-Балкария,57.7
2006,Калининградская область,77.3
2006,Калмыкия,43.9
2006,Калужская область,75.2
2006,Камчатский край,78.9
2006,Карачаево-Черкесия,44.4
2006,Карелия,76.2
2006,Кемеровская область,85.1
2006,Кировская область,72.3
2006,Костромская область,68.6
2006,Краснодарский край,52.8
2006,Красноярский край,75.7
2006,Крым,
2006,Курганская область,58.4
2006,Курская область,62.6
2006,Ленинградская область,66.0
2006,Липецкая область,63.1
2006,Магаданская область,94.1
2006,Марий Эл,62.7
2006,Мордовия,58.7
2006,Москва,100.0
2006,Московская область,80.1
2006,Мурманская область,92.3
2006,Ненецкий автономный округ,65.3
2006,Нижегородская область,78.3
2006,Новгородская область,70.8
2006,Новосибирская область,75.8
2006,Омская область,70.4
2006,Оренбургская область,58.5
2006,Орловская область,64.7
2006,Пензенская область,65.8
2006,Пермский край,75.2
2006,Приморский край,75.7
2006,Псковская область,68.3
2006,Республика Алтай,26.2
2006,Республика Коми,75.8
2006,Республика Тыва,51.9
2006,Ростовская область,66.7
2006,Рязанская область,70.0
2006,Самарская область,80.1
2006,Санкт-Петербург,100.0
2006,Саратовская область,73.8
2006,Сахалинская область,78.4
2006,Свердловская область,83.2
2006,Севастополь,
2006,Северная Осетия,64.3
2006,Смоленская область,71.3
2006,Ставропольский край,56.4
2006,Тамбовская область,57.9
2006,Татарстан,74.5
2006,Тверская область,73.3
2006,Томская область,68.6
2006,Тульская область,79.8
2006,Тюменская область,62.7
2006,Удмуртия,70.0
2006,Ульяновская область,73.0
2006,Хабаровский край,81.3
2006,Хакасия,70.8
2006,Ханты-Мансийский автономный округ,90.8
2006,Челябинская область,81.7
2006,Чечня,34.8
2006,Чувашия,61.0
2006,Чукотский автономный округ,64.9
2006,Якутия,63.6
2006,Ямало-Ненецкий автономный округ,84.8
2006,Ярославская область,81.5
2007,Адыгея,51.1
2007,Алтайский край,54.2
2007,Амурская область,66.6
2007,Архангельская область,74.4
2007,Астраханская область,66.9
2007,Башкортостан,59.8
2007,Белгородская область,65.8
2007,Брянская область,68.6
2007,Бурятия,56.0
2007,Владимирская область,77.3
2007,Волгоградская область,75.4
2007,Вологодская область,69.0
2007,Воронежская область,61.7
2007,Дагестан,44.2
2007,Еврейская автономная область,67.2
2007,Забайкальский край,64.6
2007,Ивановская область,80.6
2007,Ингушетия,42.6
2007,Иркутская область,79.4
2007,Кабардино-Балкария,57.5
2007,Калининградская область,77.3
2007,Калмыкия,43.8
2007,Калужская область,75.2
2007,Камчатский край,79.0
2007,Карачаево-Черкесия,44.2
2007,Карелия,76.6
2007,Кемеровская область,85.2
2007,Кировская область,72.6
2007,Костромская область,69.1
2007,Краснодарский край,52.8
2007,Красноярский край,75.5
2007,Крым,
2007,Курганская область,58.9
2007,Курская область,63.1
2007,Ленинградская область,65.9
2007,Липецкая область,63.2
2007,Магаданская область,94.4
2007,Марий Эл,62.7
2007,Мордовия,58.9
2007,Москва,100.0
2007,Московская область,80.3
2007,Мурманская область,92.5
2007,Ненецкий автономный округ,66.0
2007,Нижегородская область,78.4
2007,Новгородская область,71.2
2007,Новосибирская область,76.1
2007,Омская область,70.8
2007,Оренбургская область,58.9
2007,Орловская область,65.0
2007,Пензенская область,66.1
2007,Пермский край,75.4
2007,Приморский край,75.8
2007,Псковская область,68.8
2007,Республика Алтай,26.7
2007,Республика Коми,76.0
2007,Республика Тыва,51.9
2007,Ростовская область,66.8
2007,Рязанская область,70.4
2007,Самарская область,80.1
2007,Санкт-Петербург,100.0
2007,Саратовская область,74.0
2007,Сахалинская область,78.8
2007,Свердловская область,83.4
2007,Севастополь,
2007,Северная Осетия,64.1
2007,Смоленская область,71.8
2007,Ставропольский край,56.6
2007,Тамбовская область,58.1
2007,Татарстан,74.7
2007,Тверская область,73.6
2007,Томская область,69.0
2007,Тульская область,79.8
2007,Тюменская область,63.1
2007,Удмуртия,70.3
2007,Ульяновская область,73.2
2007,Хабаровский край,81.6
2007,Хакасия,70.7
2007,Ханты-Мансийский автономный округ,91.0
2007,Челябинская область,81.8
2007,Чечня,35.0
2007,Чувашия,57.2
2007,Чукотский автономный округ,65.0
2007,Якутия,63.7
2007,Ямало-Ненецкий автономный округ,84.8
2007,Ярославская область,81.7
2008,Адыгея,50.9
2008,Алтайский край,54.3
2008,Амурская область,66.6
2008,Архангельская область,74.8
2008,Астраханская область,67.7
2008,Башкортостан,60.0
2008,Белгородская область,66.0
2008,Брянская область,68.8
2008,Бурятия,56.1
2008,Владимирская область,77.4
2008,Волгоградская область,75.7
2008,Вологодская область,69.4
2008,Воронежская область,61.7
2008,Дагестан,44.4
2008,Еврейская автономная область,67.3
2008,Забайкальский край,64.9
2008,Ивановская область,80.8
2008,Ингушетия,42.6
2008,Иркутская область,79.4
2008,Кабардино-Балкария,57.4
2008,Калининградская область,77.3
2008,Калмыкия,43.9
2008,Калужская область,75.3
2008,Камчатский край,79.1
2008,Карачаево-Черкесия,43.9
2008,Карелия,77.1
2008,Кемеровская область,85.2
2008,Кировская область,73.1
2008,Костромская область,69.2
2008,Краснодарский край,52.8
2008,Красноярский край,76.0
2008,Крым,
2008,Курганская область,59.3
2008,Курская область,63.7
2008,Ленинградская область,66.0
2008,Липецкая область,63.3
2008,Магаданская область,94.6
2008,Марий Эл,62.8
2008,Мордовия,59.2
2008,Москва,100.0
2008,Московская область,79.9
2008,Мурманская область,92.6
2008,Ненецкий автономный округ,66.6
2008,Нижегородская область,78.5
2008,Новгородская область,71.3
2008,Новосибирская область,76.3
2008,Омская область,71.0
2008,Оренбургская область,59.1
2008,Орловская область,65.2
2008,Пензенская область,66.3
2008,Пермский край,75.5
2008,Приморский край,75.8
2008,Псковская область,69.2
2008,Республика Алтай,26.9
2008,Республика Коми,76.1
2008,Республика Тыва,51.8
2008,Ростовская область,66.8
2008,Рязанская область,70.6
2008,Самарская область,80.1
2008,Санкт-Петербург,100.0
2008,Саратовская область,74.2
2008,Сахалинская область,79.1
2008,Свердловская область,83.5
2008,Севастополь,
2008,Северная Осетия,63.7
2008,Смоленская область,72.0
2008,Ставропольский край,56.8
2008,Тамбовская область,58.2
2008,Татарстан,74.8
2008,Тверская область,73.9
2008,Томская область,69.3
2008,Тульская область,79.8
2008,Тюменская область,63.6
2008,Удмуртия,70.4
2008,Ульяновская область,73.4
2008,Хабаровский край,81.7
2008,Хакасия,70.7
2008,Ханты-Мансийский автономный округ,91.1
2008,Челябинская область,81.8
2008,Чечня,35.8
2008,Чувашия,61.4
2008,Чукотский автономный округ,65.0
2008,Якутия,64.2
2008,Ямало-Ненецкий автономный округ,84.7
2008,Ярославская область,81.9
2009,Адыгея,51.1
2009,Алтайский край,54.5
2009,Амурская область,66.6
2009,Архангельская область,75.1
2009,Астраханская область,66.6
2009,Башкортостан,60.1
2009,Белгородская область,65.8
2009,Брянская область,68.9
2009,Бурятия,56.0
2009,Владимирская область,77.5
2009,Волгоградская область,75.6
2009,Вологодская область,69.7
2009,Воронежская область,62.0
2009,Дагестан,44.6
2009,Еврейская автономная область,67.4
