YEAR,REGION,INDICATOR
2009,Забайкальский край,65.1
2009,Ивановская область,80.9
2009,Ингушетия,42.8
2009,Иркутская область,79.4
2009,Кабардино-Балкария,54.8
2009,Калининградская область,77.2
2009,Калмыкия,44.0
2009,Калужская область,75.3
2009,Камчатский край,78.0
2009,Карачаево-Черкесия,44.0
2009,Карелия,77.5
2009,Кемеровская область,85.2
2009,Кировская область,73.3
2009,Костромская область,69.4
2009,Краснодарский край,52.8
2009,Красноярский край,75.8
2009,Крым,
2009,Курганская область,59.5
2009,Курская область,64.2
2009,Ленинградская область,65.9
2009,Липецкая область,63.4
2009,Магаданская область,94.9
2009,Марий Эл,62.9
2009,Мордовия,59.6
2009,Москва,100.0
2009,Московская область,80.2
2009,Мурманская область,92.7
2009,Ненецкий автономный округ,67.2
2009,Нижегородская область,78.6
2009,Новгородская область,71.2
2009,Новосибирская область,76.6
2009,Омская область,71.2
2009,Оренбургская область,59.2
2009,Орловская область,65.4
2009,Пензенская область,66.6
2009,Пермский край,75.2
2009,Приморский край,75.9
2009,Псковская область,69.6
2009,Республика Алтай,27.1
2009,Республика Коми,76.3
2009,Республика Тыва,51.9
2009,Ростовская область,67.0
2009,Рязанская область,70.5
2009,Самарская область,80.2
2009,Санкт-Петербург,100.0
2009,Саратовская область,74.3
2009,Сахалинская область,79.3
2009,Свердловская область,83.6
2009,Севастополь,
2009,Северная Осетия,63.6
2009,Смоленская область,72.3
2009,Ставропольский край,56.9
2009,Тамбовская область,58.4
2009,Татарстан,75.0
2009,Тверская область,74.2
2009,Томская область,69.6
2009,Тульская область,79.8
2009,Тюменская область,64.0
2009,Удмуртия,69.2
2009,Ульяновская область,73.5
2009,Хабаровский край,81.7
2009,Хакасия,70.7
2009,Ханты-Мансийский автономный округ,91.3
2009,Челябинская область,81.9
2009,Чечня,35.9
2009,Чувашия,57.8
2009,Чукотский автономный округ,64.7
2009,Якутия,64.4
2009,Ямало-Ненецкий автономный округ,84.7
2009,Ярославская область,82.0
2010,Адыгея,51.0
2010,Алтайский край,54.3
2010,Амурская область,66.5
2010,Архангельская область,75.5
2010,Астраханская область,66.7
2010,Башкортостан,60.3
2010,Белгородская область,65.9
2010,Брянская область,69.0
2010,Бурятия,57.8
2010,Владимирская область,77.5
2010,Волгоградская область,75.7
2010,Вологодская область,70.0
2010,Воронежская область,62.1
2010,Дагестан,44.8
2010,Еврейская автономная область,67.3
2010,Забайкальский край,65.5
2010,Ивановская область,80.8
2010,Ингушетия,42.7
2010,Иркутская область,79.4
2010,Кабардино-Балкария,54.7
2010,Калининградская область,77.2
2010,Калмыкия,44.1
2010,Калужская область,75.2
2010,Камчатский край,78.3
2010,Карачаево-Черкесия,43.7
2010,Карелия,77.7
2010,Кемеровская область,85.3
2010,Кировская область,73.6
2010,Костромская область,69.6
2010,Краснодарский край,52.8
2010,Красноярский край,76.0
2010,Крым,
2010,Курганская область,59.9
2010,Курская область,64.7
2010,Ленинградская область,65.8
2010,Липецкая область,63.5
2010,Магаданская область,95.2
2010,Марий Эл,63.0
2010,Мордовия,60.1
2010,Москва,100.0
2010,Московская область,80.2
2010,Мурманская область,92.7
2010,Ненецкий автономный округ,67.0
2010,Нижегородская область,78.8
2010,Новгородская область,70.5
2010,Новосибирская область,76.9
2010,Омская область,71.2
2010,Оренбургская область,59.4
2010,Орловская область,65.4
2010,Пензенская область,66.8
2010,Пермский край,74.8
2010,Приморский край,76.0
2010,Псковская область,69.8
2010,Республика Алтай,27.5
2010,Республика Коми,76.6
2010,Республика Тыва,52.4
2010,Ростовская область,67.1
2010,Рязанская область,70.7
2010,Самарская область,80.2
2010,Санкт-Петербург,100.0
2010,Саратовская область,74.4
2010,Сахалинская область,79.5
2010,Свердловская область,83.7
2010,Севастополь,
2010,Северная Осетия,63.7
2010,Смоленская область,72.4
2010,Ставропольский край,57.0
2010,Тамбовская область,58.5
2010,Татарстан,75.2
2010,Тверская область,74.5
2010,Томская область,70.0
2010,Тульская область,79.7
2010,Тюменская область,59.9
2010,Удмуртия,69.3
2010,Ульяновская область,73.3
2010,Хабаровский край,81.8
2010,Хакасия,67.8
2010,Ханты-Мансийский автономный округ,91.4
2010,Челябинская область,81.9
2010,Чечня,36.8
2010,Чувашия,58.3
2010,Чукотский автономный округ,64.6
2010,Якутия,64.4
2010,Ямало-Ненецкий автономный округ,84.7
2010,Ярославская область,82.1
2011,Адыгея,50.9
2011,Алтайский край,54.8
2011,Амурская область,66.9
2011,Архангельская область,76.0
2011,Астраханская область,66.7
2011,Башкортостан,60.6
2011,Белгородская область,66.2
2011,Брянская область,69.1
2011,Бурятия,58.5
2011,Владимирская область,77.7
2011,Волгоградская область,76.0
2011,Вологодская область,70.8
2011,Воронежская область,65.5
2011,Дагестан,45.2
2011,Еврейская автономная область,67.8
2011,Забайкальский край,66.0
2011,Ивановская область,81.0
2011,Ингушетия,38.4
2011,Иркутская область,79.6
2011,Кабардино-Балкария,54.4
2011,Калининградская область,77.6
2011,Калмыкия,44.1
2011,Калужская область,76.3
2011,Камчатский край,77.4
2011,Карачаево-Черкесия,43.3
2011,Карелия,78.1
2011,Кемеровская область,85.4
2011,Кировская область,74.1
2011,Костромская область,70.0
2011,Краснодарский край,52.9
2011,Красноярский край,76.4
2011,Крым,
2011,Курганская область,60.3
2011,Курская область,65.4
2011,Ленинградская область,65.7
2011,Липецкая область,63.7
2011,Магаданская область,95.5
2011,Марий Эл,63.2
2011,Мордовия,60.6
2011,Москва,100.0
2011,Московская область,80.1
2011,Мурманская область,92.8
2011,Ненецкий автономный округ,67.9
2011,Нижегородская область,78.9
2011,Новгородская область,70.7
2011,Новосибирская область,77.3
2011,Омская область,71.5
2011,Оренбургская область,59.7
2011,Орловская область,65.5
2011,Пензенская область,67.2
2011,Пермский край,75.0
2011,Приморский край,76.1
2011,Псковская область,70.2
2011,Республика Алтай,27.7
2011,Республика Коми,77.0
2011,Республика Тыва,53.1
2011,Ростовская область,67.3
2011,Рязанская область,70.9
2011,Самарская область,80.3
2011,Санкт-Петербург,100.0
2011,Саратовская область,74.6
2011,Сахалинская область,79.8
2011,Свердловская область,83.9
2011,Севастополь,
2011,Северная Осетия,63.8
2011,Смоленская область,72.7
2011,Ставропольский край,57.2
2011,Тамбовская область,58.7
2011,Татарстан,75.4
2011,Тверская область,74.8
2011,Томская область,70.3
2011,Тульская область,79.4
2011,Тюменская область,60.5
2011,Удмуртия,68.7
2011,Ульяновская область,73.6
2011,Хабаровский край,81.8
2011,Хакасия,67.4
2011,Ханты-Мансийский автономный округ,91.5
2011,Челябинская область,82.0
2011,Чечня,34.9
2011,Чувашия,58.9
2011,Чукотский автономный округ,64.9
2011,Якутия,64.1
2011,Ямало-Ненецкий автономный округ,84.8
2011,Ярославская область,82.2
2012,Адыгея,46.9
2012,Алтайский край,55.2
2012,Амурская область,67.0
2012,Архангельская область,76.4
2012,Астраханская область,66.7
2012,Башкортостан,60.8
2012,Белгородская область,66.4
2012,Брянская область,69.2
2012,Бурятия,58.8
2012,Владимирская область,77.6
2012,Волгоградская область,76.1
2012,Вологодская область,71.2
2012,Воронежская область,65.9
2012,Дагестан,45.1
2012,Еврейская автономная область,68.1
2012,Забайкальский край,66.4
2012,Ивановская область,81.0
2012,Ингушетия,39.2
2012,Иркутская область,79.6
2012,Кабардино-Балкария,54.3
2012,Калининградская область,77.5
2012,Калмыкия,44.4
2012,Калужская область,75.9
2012,Камчатский край,77.5
2012,Карачаево-Черкесия,43.1
2012,Карелия,78.4
2012,Кемеровская область,85.4
2012,Кировская область,74.5
2012,Костромская область,70.2
2012,Краснодарский край,53.3
2012,Красноярский край,76.5
2012,Крым,
2012,Курганская область,60.4
2012,Курская область,65.9
2012,Ленинградская область,65.4
2012,Липецкая область,63.9
2012,Магаданская область,95.7
2012,Марий Эл,63.8
2012,Мордовия,61.0
2012,Москва,100.0
2012,Московская область,80.1
2012,Мурманская область,92.7
2012,Ненецкий автономный округ,69.1
2012,Нижегородская область,79.0
2012,Новгородская область,70.6
2012,Новосибирская область,77.6
2012,Омская область,71.6
2012,Оренбургская область,59.6
2012,Орловская область,65.7
2012,Пензенская область,67.6
2012,Пермский край,74.9
2012,Приморский край,76.3
2012,Псковская область,70.2
2012,Республика Алтай,28.7
2012,Республика Коми,77.2
2012,Республика Тыва,53.6
2012,Ростовская область,67.5
2012,Рязанская область,71.0
2012,Самарская область,80.3
2012,Санкт-Петербург,100.0
2012,Саратовская область,74.8
2012,Сахалинская область,80.3
2012,Свердловская область,84.0
2012,Севастополь,
2012,Северная Осетия,63.9
2012,Смоленская область,72.6
2012,Ставропольский край,57.4
2012,Тамбовская область,58.8
2012,Татарстан,75.7
2012,Тверская область,74.9
2012,Томская область,70.9
2012,Тульская область,79.0
2012,Тюменская область,61.3
2012,Удмуртия,68.9
2012,Ульяновская область,73.8
2012,Хабаровский край,81.5
2012,Хакасия,67.5
2012,Ханты-Мансийский автономный округ,91.6
2012,Челябинская область,82.1
2012,Чечня,34.9
2012,Чувашия,59.4
2012,Чукотский автономный округ,66.0
2012,Якутия,64.6
2012,Ямало-Ненецкий автономный округ,85.0
2012,Ярославская область,81.9
2013,Адыгея,47.0
2013,Алтайский край,55.5
2013,Амурская область,67.1
2013,Архангельская область,76.8
2013,Астраханская область,66.7
2013,Башкортостан,61.1
2013,Белгородская область,66.6
2013,Брянская область,69.3
2013,Бурятия,59.0
2013,Владимирская область,77.6
2013,Волгоградская область,76.3
2013,Вологодская область,71.3
2013,Воронежская область,66.3
2013,Дагестан,45.1
2013,Еврейская автономная область,67.9
2013,Забайкальский край,66.8
2013,Ивановская область,81.1
2013,Ингушетия,39.9
2013,Иркутская область,79.5
2013,Кабардино-Балкария,54.1
2013,Калининградская область,77.5
2013,Калмыкия,44.7
2013,Калужская область,75.9
2013,Камчатский край,77.1
2013,Карачаево-Черкесия,42.9
2013,Карелия,78.8
2013,Кемеровская область,85.5
2013,Кировская область,74.8
2013,Костромская область,70.5
2013,Краснодарский край,53.5
2013,Красноярский край,76.6
2013,Крым,
2013,Курганская область,60.7
2013,Курская область,66.5
2013,Ленинградская область,65.2
2013,Липецкая область,64.0
2013,Магаданская область,95.8
2013,Марий Эл,64.3
2013,Мордовия,61.3
2013,Москва,98.9
2013,Московская область,81.4
2013,Мурманская область,92.7
2013,Ненецкий автономный округ,70.0
2013,Нижегородская область,79.1
2013,Новгородская область,70.5
2013,Новосибирская область,77.9
2013,Омская область,71.8
2013,Оренбургская область,59.7
2013,Орловская область,65.8
2013,Пензенская область,67.7
2013,Пермский край,75.1
2013,Приморский край,76.6
2013,Псковская область,70.3
2013,Республика Алтай,28.9
2013,Республика Коми,77.3
2013,Республика Тыва,53.9
2013,Ростовская область,67.7
2013,Рязанская область,71.0
2013,Самарская область,80.3
2013,Санкт-Петербург,100.0
2013,Саратовская область,74.8
2013,Сахалинская область,80.8
2013,Свердловская область,84.1
2013,Севастополь,
2013,Северная Осетия,63.9
2013,Смоленская область,72.5
2013,Ставропольский край,57.6
2013,Тамбовская область,59.1
2013,Татарстан,75.9
2013,Тверская область,74.9
2013,Томская область,71.2
2013,Тульская область,78.8
2013,Тюменская область,62.1
2013,Удмуртия,65.0
2013,Ульяновская область,74.0
2013,Хабаровский край,81.5
2013,Хакасия,67.7
2013,Ханты-Мансийский автономный округ,91.8
2013,Челябинская область,82.2
2013,Чечня,34.8
2013,Чувашия,59.8
2013,Чукотский автономный округ,66.7
2013,Якутия,64.9
2013,Ямало-Ненецкий автономный округ,83.8
2013,Ярославская область,81.9
2014,Адыгея,47.0
2014,Алтайский край,55.8
2014,Амурская область,67.1
2014,Архангельская область,76.7
2014,Астраханская область,66.7
2014,Башкортостан,61.4
2014,Белгородская область,66.8
2014,Брянская область,69.5
2014,Бурятия,58.8
2014,Владимирская область,77.7
2014,Волгоградская область,76.4
2014,Вологодская область,71.5
2014,Воронежская область,66.7
2014,Дагестан,45.1
2014,Еврейская автономная область,67.9
2014,Забайкальский край,67.1
2014,Ивановская область,81.1
2014,Ингушетия,40.4
2014,Иркутская область,79.4
2014,Кабардино-Балкария,52.3
2014,Калининградская область,77.6
2014,Калмыкия,44.9
2014,Калужская область,75.9
2014,Камчатский край,77.4
2014,Карачаево-Черкесия,42.7
2014,Карелия,79.2
2014,Кемеровская область,85.6
2014,Кировская область,75.1
2014,Костромская область,70.8
2014,Краснодарский край,53.9
2014,Красноярский край,76.4
2014,Крым,
2014,Курганская область,61.1
2014,Курская область,66.5
2014,Ленинградская область,64.9
2014,Липецкая область,64.1
2014,Магаданская область,95.3
2014,Марий Эл,64.8
2014,Мордовия,60.7
2014,Москва,98.9
2014,Московская область,81.6
2014,Мурманская область,92.7
2014,Ненецкий автономный округ,70.8
2014,Нижегородская область,79.2
2014,Новгородская область,70.5
2014,Новосибирская область,78.2
2014,Омская область,71.9
2014,Оренбургская область,59.8
2014,Орловская область,65.9
2014,Пензенская область,68.0
2014,Пермский край,75.3
2014,Приморский край,76.7
2014,Псковская область,70.2
2014,Республика Алтай,29.0
2014,Республика Коми,77.5
2014,Республика Тыва,54.0
2014,Ростовская область,67.8
2014,Рязанская область,71.1
2014,Самарская область,80.3
2014,Санкт-Петербург,100.0
2014,Саратовская область,75.0
2014,Сахалинская область,81.2
2014,Свердловская область,84.2
2014,Севастополь,
2014,Северная Осетия,64.0
2014,Смоленская область,72.1
2014,Ставропольский край,57.9
2014,Тамбовская область,59.4
2014,Татарстан,76.1
2014,Тверская область,74.9
2014,Томская область,71.6
2014,Тульская область,76.6
2014,Тюменская область,64.3
2014,Удмуртия,65.3
2014,Ульяновская область,74.2
2014,Хабаровский край,81.7
2014,Хакасия,68.1
2014,Ханты-Мансийский автономный округ,92.0
2014,Челябинская область,82.4
2014,Чечня,34.8
2014,Чувашия,60.2
2014,Чукотский автономный округ,67.5
2014,Якутия,65.2
2014,Ямало-Ненецкий автономный округ,83.9
2014,Ярославская область,81.8
2015,Адыгея,47.1
2015,Алтайский край,56.0
2015,Амурская область,67.3
2015,Архангельская область,77.2
2015,Астраханская область,66.5
2015,Башкортостан,61.7
2015,Белгородская область,66.9
2015,Брянская область,69.8
2015,Бурятия,58.9
2015,Владимирская область,77.8
2015,Волгоградская область,76.5
2015,Вологодская область,71.9
2015,Воронежская область,66.9
2015,Дагестан,45.1
2015,Еврейская автономная область,68.2
2015,Забайкальский край,67.4
2015,Ивановская область,81.2
2015,Ингушетия,40.7
2015,Иркутская область,78.9
2015,Кабардино-Балкария,52.2
2015,Калининградская область,77.7
2015,Калмыкия,45.1
2015,Калужская область,76.2
2015,Камчатский край,77.5
2015,Карачаево-Черкесия,42.7
2015,Карелия,79.6
2015,Кемеровская область,85.7
2015,Кировская область,75.6
2015,Костромская область,71.3
2015,Краснодарский край,54.1
2015,Красноярский край,76.7
2015,Крым,50.7
2015,Курганская область,61.5
2015,Курская область,66.9
2015,Ленинградская область,64.6
2015,Липецкая область,64.2
2015,Магаданская область,95.4
2015,Марий Эл,65.2
2015,Мордовия,61.2
2015,Москва,98.8
2015,Московская область,81.6
2015,Мурманская область,92.6
2015,Ненецкий автономный округ,71.7
2015,Нижегородская область,79.4
2015,Новгородская область,70.9
2015,Новосибирская область,78.5
2015,Омская область,72.2
2015,Оренбургская область,59.9
2015,Орловская область,66.3
2015,Пензенская область,68.1
2015,Пермский край,75.5
2015,Приморский край,76.9
2015,Псковская область,70.4
2015,Республика Алтай,29.2
2015,Республика Коми,77.7
2015,Республика Тыва,53.9
2015,Ростовская область,67.9
2015,Рязанская область,71.2
2015,Самарская область,80.3
2015,Санкт-Петербург,100.0
2015,Саратовская область,75.2
2015,Сахалинская область,81.4
2015,Свердловская область,84.3
2015,Севастополь,92.4
2015,Северная Осетия,64.1
2015,Смоленская область,72.0
2015,Ставропольский край,58.1
2015,Тамбовская область,59.8
2015,Татарстан,76.3
2015,Тверская область,75.2
2015,Томская область,71.9
2015,Тульская область,74.7
2015,Тюменская область,64.7
2015,Удмуртия,65.5
2015,Ульяновская область,74.5
2015,Хабаровский край,81.8
2015,Хакасия,68.5
2015,Ханты-Мансийский автономный округ,92.1
2015,Челябинская область,82.5
2015,Чечня,34.7
2015,Чувашия,60.7
2015,Чукотский автономный округ,68.3
2015,Якутия,65.3
2015,Ямало-Ненецкий автономный округ,83.8
2015,Ярославская область,81.7
2016,Адыгея,47.3
2016,Алтайский край,56.2
2016,Амурская область,67.3
2016,Архангельская область,77.6
2016,Астраханская область,66.5
2016,Башкортостан,61.8
2016,Белгородская область,67.1
2016,Брянская область,69.9
2016,Бурятия,59.0
2016,Владимирская область,77.9
2016,Волгоградская область,76.7
2016,Вологодская область,72.0
2016,Воронежская область,67.1
2016,Дагестан,45.0
2016,Еврейская автономная область,68.6
2016,Забайкальский край,67.7
2016,Ивановская область,81.3
2016,Ингушетия,41.3
2016,Иркутская область,79.0
2016,Кабардино-Балкария,52.2
2016,Калининградская область,77.7
2016,Калмыкия,45.2
2016,Калужская область,76.1
2016,Камчатский край,77.8
2016,Карачаево-Черкесия,42.7
2016,Карелия,79.9
2016,Кемеровская область,85.8
2016,Кировская область,75.9
2016,Костромская область,71.5
2016,Краснодарский край,54.3
2016,Красноярский край,77.0
2016,Крым,50.8
2016,Курганская область,61.8
2016,Курская область,67.3
2016,Ленинградская область,64.2
2016,Липецкая область,64.2
2016,Магаданская область,95.5
2016,Марий Эл,65.5
2016,Мордовия,61.9
2016,Москва,98.8
2016,Московская область,81.6
2016,Мурманская область,92.5
2016,Ненецкий автономный округ,72.4
2016,Нижегородская область,79.5
2016,Новгородская область,70.8
2016,Новосибирская область,78.7
2016,Омская область,72.4
2016,Оренбургская область,59.9
2016,Орловская область,66.6
2016,Пензенская область,68.3
2016,Пермский край,75.6
2016,Приморский край,77.0
2016,Псковская область,70.5
2016,Республика Алтай,29.2
2016,Республика Коми,77.9
2016,Республика Тыва,54.2
2016,Ростовская область,67.8
2016,Рязанская область,71.4
2016,Самарская область,80.2
2016,Санкт-Петербург,100.0
2016,Саратовская область,75.3
2016,Сахалинская область,81.6
2016,Свердловская область,84.5
2016,Севастополь,92.7
2016,Северная Осетия,64.1
2016,Смоленская область,72.0
2016,Ставропольский край,58.3
2016,Тамбовская область,60.1
2016,Татарстан,76.4
2016,Тверская область,75.4
2016,Томская область,72.2
2016,Тульская область,74.7
2016,Тюменская область,65.3
2016,Удмуртия,65.6
2016,Ульяновская область,74.7
2016,Хабаровский край,82.0
2016,Хакасия,68.8
2016,Ханты-Мансийский автономный округ,92.2
2016,Челябинская область,82.6
2016,Чечня,34.8
2016,Чувашия,61.3
2016,Чукотский автономный округ,69.2
2016,Якутия,65.4
2016,Ямало-Ненецкий автономный округ,83.7
2016,Ярославская область,81.7
2017,Адыгея,47.3
2017,Алтайский край,56.3
2017,Амурская область,67.3
2017,Архангельская область,78.0
2017,Астраханская область,66.5
2017,Башкортостан,61.9
2017,Белгородская область,67.3
2017,Брянская область,70.1
2017,Бурятия,58.9
2017,Владимирская область,78.1
2017,Волгоградская область,76.8
2017,Вологодская область,72.2
2017,Воронежская область,67.3
2017,Дагестан,45.1
2017,Еврейская автономная область,68.6
2017,Забайкальский край,68.0
2017,Ивановская область,81.4
2017,Ингушетия,41.8
2017,Иркутская область,78.9
2017,Кабардино-Балкария,52.2
2017,Калининградская область,77.8
2017,Калмыкия,45.3
2017,Калужская область,76.0
2017,Камчатский край,78.0
2017,Карачаево-Черкесия,42.7
2017,Карелия,80.2
2017,Кемеровская область,85.8
2017,Кировская область,76.3
2017,Костромская область,71.9
2017,Краснодарский край,54.6
2017,Красноярский край,77.2
2017,Крым,50.9
2017,Курганская область,61.8
2017,Курская область,67.7
2017,Ленинградская область,64.0
2017,Липецкая область,64.2
2017,Магаданская область,95.7
2017,Марий Эл,65.8
2017,Мордовия,62.5
2017,Москва,98.8
2017,Московская область,81.7
2017,Мурманская область,92.4
2017,Ненецкий автономный округ,72.4
2017,Нижегородская область,79.5
2017,Новгородская область,70.8
2017,Новосибирская область,78.9
2017,Омская область,72.6
2017,Оренбургская область,60.0
2017,Орловская область,66.7
2017,Пензенская область,68.3
2017,Пермский край,75.7
2017,Приморский край,77.1
2017,Псковская область,70.7
2017,Республика Алтай,29.2
2017,Республика Коми,78.0
2017,Республика Тыва,54.0
2017,Ростовская область,67.9
2017,Рязанская область,71.7
2017,Самарская область,80.1
2017,Санкт-Петербург,100.0
2017,Саратовская область,75.5
2017,Сахалинская область,81.8
2017,Свердловская область,84.6
2017,Севастополь,92.8
2017,Северная Осетия,64.2
2017,Смоленская область,72.1
2017,Ставропольский край,58.4
2017,Тамбовская область,60.5
2017,Татарстан,76.6
2017,Тверская область,75.6
2017,Томская область,72.3
2017,Тульская область,74.8
2017,Тюменская область,65.9
2017,Удмуртия,65.7
2017,Ульяновская область,75.0
2017,Хабаровский край,82.1
2017,Хакасия,69.1
2017,Ханты-Мансийский автономный округ,92.3
2017,Челябинская область,82.6
2017,Чечня,34.7
2017,Чувашия,62.0
2017,Чукотский автономный округ,70.0
2017,Якутия,65.5
2017,Ямало-Ненецкий автономный округ,83.7
2017,Ярославская область,81.7
2018,Адыгея,47.2
2018,Алтайский край,56.4
2018,Амурская область,67.4
2018,Архангельская область,78.2
2018,Астраханская область,66.6
2018,Башкортостан,62.1
2018,Белгородская область,67.4
2018,Брянская область,70.3
2018,Бурятия,59.0
2018,Владимирская область,78.2
2018,Волгоградская область,77.0
2018,Вологодская область,72.4
2018,Воронежская область,67.5
2018,Дагестан,45.2
2018,Еврейская автономная область,68.8
2018,Забайкальский край,68.2
2018,Ивановская область,81.5
2018,Ингушетия,55.3
2018,Иркутская область,78.8
2018,Кабардино-Балкария,52.1
2018,Калининградская область,77.9
2018,Калмыкия,45.4
2018,Калужская область,76.0
2018,Камчатский край,78.2
2018,Карачаево-Черкесия,42.7
2018,Карелия,80.4
2018,Кемеровская область,86.0
2018,Кировская область,76.8
2018,Костромская область,72.2
2018,Краснодарский край,54.9
2018,Красноярский край,77.4
2018,Крым,50.9
2018,Курганская область,61.8
2018,Курская область,67.9
2018,Ленинградская область,63.8
2018,Липецкая область,64.4
2018,Магаданская область,95.9
2018,Марий Эл,66.2
2018,Мордовия,63.0
2018,Москва,98.7
2018,Московская область,81.6
2018,Мурманская область,92.3
2018,Ненецкий автономный округ,72.8
2018,Нижегородская область,79.5
2018,Новгородская область,71.0
2018,Новосибирская область,79.0
2018,Омская область,72.7
2018,Оренбургская область,60.1
2018,Орловская область,66.8
2018,Пензенская область,68.5
2018,Пермский край,75.8
2018,Приморский край,77.2
2018,Псковская область,70.9
2018,Республика Алтай,29.0
2018,Республика Коми,78.1
2018,Республика Тыва,54.0
2018,Ростовская область,68.0
2018,Рязанская область,71.9
2018,Самарская область,80.0
2018,Санкт-Петербург,100.0
2018,Саратовская область,75.7
2018,Сахалинская область,82.0
2018,Свердловская область,84.8
2018,Севастополь,93.0
2018,Северная Осетия,64.2
2018,Смоленская область,71.9
2018,Ставропольский край,58.4
2018,Тамбовская область,60.9
2018,Татарстан,76.8
2018,Тверская область,75.8
2018,Томская область,72.4
2018,Тульская область,74.8
2018,Тюменская область,66.6
2018,Удмуртия,65.8
2018,Ульяновская область,75.3
2018,Хабаровский край,82.1
2018,Хакасия,69.4
2018,Ханты-Мансийский автономный округ,92.3
2018,Челябинская область,82.7
2018,Чечня,34.9
2018,Чувашия,62.5
2018,Чукотский автономный округ,70.5
2018,Якутия,65.6
2018,Ямало-Ненецкий автономный округ,83.8
2018,Ярославская область,81.8